date,account,trades_count,net_pnl,avg_pnl,total_volume,profitable_trades,win_rate,profitable_day,value,classification,sentiment_numeric
2024-07-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2,0.0,0.0,4997.67,0,0.0,0,25.0,Fear,1.0
2024-08-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,128,-269.8744,-2.1084,1522452.43,32,0.25,0,52.0,Neutral,2.0
2024-08-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,10,770.756,77.0756,26051.12,4,0.4,1,57.0,Greed,3.0
2024-08-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,67,4271.8862,63.7595,183583.18,59,0.8805970149253731,1,37.0,Fear,1.0
2024-08-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,28,0.0,0.0,163166.37,0,0.0,0,34.0,Fear,1.0
2024-08-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2,1218.4267,609.2134,48774.27,1,0.5,1,34.0,Fear,1.0
2024-08-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,10,0.0,0.0,65834.19,0,0.0,0,26.0,Fear,1.0
2024-08-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3,1.5658,0.5219,139.38,1,0.3333333333333333,1,26.0,Fear,1.0
2024-08-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7,0.0,0.0,45002.65,0,0.0,0,17.0,Extreme Fear,0.0
2024-08-06,0x8477e447846c758f5a675856001ea72298fd9cb5,22,129.1388,5.8699,52349.23,8,0.36363636363636365,1,17.0,Extreme Fear,0.0
2024-08-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1,0.0,0.0,497.64,0,0.0,0,29.0,Fear,1.0
2024-08-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,4,-40.7122,-10.1781,459.28,0,0.0,0,20.0,Extreme Fear,0.0
2024-08-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,5,0.0,0.0,15840.07,0,0.0,0,20.0,Extreme Fear,0.0
2024-08-09,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,1,0.0,0.0,0.11,0,0.0,0,48.0,Neutral,2.0
2024-08-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,35,5396.5466,154.187,434583.55,33,0.9428571428571428,1,40.0,Fear,1.0
2024-08-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1,0.0,0.0,0.58,0,0.0,0,40.0,Fear,1.0
2024-08-11,0x2c229d22b100a7beb69122eed721cee9b24011dd,15,-710.7869,-47.3858,30058.81,0,0.0,0,39.0,Fear,1.0
2024-08-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,24,646.3734,26.9322,240641.63,6,0.25,1,39.0,Fear,1.0
2024-08-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,102,554.0099,5.4315,7922.52,43,0.4215686274509804,1,25.0,Fear,1.0
2024-08-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,69,227.0722,3.2909,29213.01,25,0.36231884057971014,1,25.0,Fear,1.0
2024-08-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7,0.0,0.0,59993.63,0,0.0,0,25.0,Fear,1.0
2024-08-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,5,-21.5437,-4.3087,4923.79,0,0.0,0,25.0,Fear,1.0
2024-08-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,145,0.0,0.0,517950.24,0,0.0,0,25.0,Fear,1.0
2024-08-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,91,12333.5959,135.534,283571.37,83,0.9120879120879121,1,25.0,Fear,1.0
2024-09-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,70,-826.3499,-11.805,870051.97,18,0.2571428571428571,0,26.0,Fear,1.0
2024-09-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,117,9949.5016,85.0385,658178.75,97,0.8290598290598291,1,26.0,Fear,1.0
2024-09-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3,0.0,0.0,57063.84,0,0.0,0,27.0,Fear,1.0
2024-09-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,25,1147.5959,45.9038,216990.58,11,0.44,1,29.0,Fear,1.0
2024-09-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3,0.0,0.0,4975.54,0,0.0,0,29.0,Fear,1.0
2024-09-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5,0.0,0.0,20999.96,0,0.0,0,22.0,Extreme Fear,0.0
2024-09-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,12,0.0,0.0,1410.26,0,0.0,0,22.0,Extreme Fear,0.0
2024-09-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,15,648.9844,43.2656,2736.45,15,1.0,1,23.0,Extreme Fear,0.0
2024-09-08,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.12,0,0.0,0,29.0,Fear,1.0
2024-09-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,12,11147.9006,928.9917,132038.0,9,0.75,1,29.0,Fear,1.0
2024-09-08,0x8477e447846c758f5a675856001ea72298fd9cb5,69,151.0924,2.1897,43836.44,17,0.2463768115942029,1,29.0,Fear,1.0
2024-09-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2,0.0,0.0,500.0,0,0.0,0,29.0,Fear,1.0
2024-09-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,60,6783.0783,113.0513,326830.3,17,0.2833333333333333,1,29.0,Fear,1.0
2024-09-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2,0.0,0.0,4014.43,0,0.0,0,26.0,Fear,1.0
2024-09-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,14,396.0627,28.2902,220399.93,3,0.21428571428571427,1,33.0,Fear,1.0
2024-09-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,9,0.0,0.0,150000.41,0,0.0,0,37.0,Fear,1.0
2024-09-11,0x8477e447846c758f5a675856001ea72298fd9cb5,77,102.9089,1.3365,43384.0,19,0.24675324675324675,1,37.0,Fear,1.0
2024-09-12,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,46,0.0,0.0,52066.88,0,0.0,0,31.0,Fear,1.0
2024-09-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,213,768.4308,3.6077,18772.08,126,0.5915492957746479,1,31.0,Fear,1.0
2024-09-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,8,483.6621,60.4578,4824.8,8,1.0,1,31.0,Fear,1.0
2024-09-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,55,311.2906,5.6598,21974.62,19,0.34545454545454546,1,31.0,Fear,1.0
2024-09-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,17,2350.4997,138.2647,359668.86,7,0.4117647058823529,1,31.0,Fear,1.0
2024-09-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,42,0.0,0.0,70653.29,0,0.0,0,31.0,Fear,1.0
2024-09-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,7,0.0157,0.0022,117.12,3,0.42857142857142855,1,31.0,Fear,1.0
2024-09-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,4,0.0,0.0,1763.8,0,0.0,0,31.0,Fear,1.0
2024-09-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,4,0.0,0.0,7875.48,0,0.0,0,31.0,Fear,1.0
2024-09-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,143,2397.0687,16.7627,446232.75,9,0.06293706293706294,1,31.0,Fear,1.0
2024-10-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,193,-1517.0913,-7.8606,2057479.48,41,0.21243523316062177,0,50.0,Neutral,2.0
2024-10-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,42,2482.9272,59.1173,219973.85,29,0.6904761904761905,1,37.0,Fear,1.0
2024-10-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,41,5207.4434,127.0108,351735.97,36,0.8780487804878049,1,41.0,Fear,1.0
2024-10-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,22,2101.7417,95.5337,156882.0,6,0.2727272727272727,1,49.0,Neutral,2.0
2024-10-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4,0.0,0.0,24000.3,0,0.0,0,50.0,Neutral,2.0
2024-10-06,0x8477e447846c758f5a675856001ea72298fd9cb5,49,31.2668,0.6381,22587.63,18,0.3673469387755102,1,50.0,Neutral,2.0
2024-10-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,43,11595.627,269.6657,671917.11,33,0.7674418604651163,1,50.0,Neutral,2.0
2024-10-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,13,382.1079,29.3929,15983.1,5,0.38461538461538464,1,50.0,Neutral,2.0
2024-10-08,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.68,0,0.0,0,49.0,Neutral,2.0
2024-10-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,87,0.0,0.0,11338.61,0,0.0,0,49.0,Neutral,2.0
2024-10-09,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2,-219.7297,-109.8648,1780.54,0,0.0,0,49.0,Neutral,2.0
2024-10-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1,0.0,0.0,766.74,0,0.0,0,49.0,Neutral,2.0
2024-10-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,16,0.0,0.0,300024.34,0,0.0,0,39.0,Fear,1.0
2024-10-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,1,0.0,0.0,9836.88,0,0.0,0,32.0,Fear,1.0
2024-10-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8,548.366,68.5457,180546.95,6,0.75,1,32.0,Fear,1.0
2024-10-11,0x8477e447846c758f5a675856001ea72298fd9cb5,164,442.7484,2.6997,223252.87,45,0.27439024390243905,1,32.0,Fear,1.0
2024-10-12,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,64,2517.7874,39.3404,54584.72,63,0.984375,1,49.0,Neutral,2.0
2024-10-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,157,980.5575,6.2456,18780.69,106,0.6751592356687898,1,49.0,Neutral,2.0
2024-10-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,12,130.8837,10.907,19024.84,7,0.5833333333333334,1,49.0,Neutral,2.0
2024-10-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,3,0.0,0.0,67566.11,0,0.0,0,49.0,Neutral,2.0
2024-10-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,182,1474.6706,8.1026,93195.85,67,0.36813186813186816,1,49.0,Neutral,2.0
2024-10-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,36,3986.3125,110.7309,700941.13,12,0.3333333333333333,1,49.0,Neutral,2.0
2024-10-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,153,3634.5681,23.7553,214389.55,147,0.9607843137254902,1,49.0,Neutral,2.0
2024-10-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1,0.0,0.0,587.97,0,0.0,0,49.0,Neutral,2.0
2024-10-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,8,0.0,0.0,109744.79,0,0.0,0,49.0,Neutral,2.0
2024-10-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,52,0.0,0.0,145530.36,0,0.0,0,49.0,Neutral,2.0
2024-10-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,926,20816.0368,22.4795,1549372.78,533,0.5755939524838013,1,49.0,Neutral,2.0
2024-11-01,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2,0.0,0.0,46133.87,0,0.0,0,75.0,Extreme Greed,4.0
2024-11-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,19,-164.0895,-8.6363,259180.23,5,0.2631578947368421,0,75.0,Extreme Greed,4.0
2024-11-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,34,983.4432,28.9248,212311.82,7,0.20588235294117646,1,72.0,Greed,3.0
2024-11-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,42,3588.1795,85.4328,176519.45,39,0.9285714285714286,1,74.0,Greed,3.0
2024-11-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,16,389.7432,24.3589,76400.96,2,0.125,1,70.0,Greed,3.0
2024-11-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,9,251.6047,27.9561,63248.95,9,1.0,1,70.0,Greed,3.0
2024-11-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,21,0.0,0.0,276003.46,0,0.0,0,70.0,Greed,3.0
2024-11-06,0x8477e447846c758f5a675856001ea72298fd9cb5,27,51.0811,1.8919,18808.46,9,0.3333333333333333,1,70.0,Greed,3.0
2024-11-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,75,4269.5507,56.9273,78468.0,8,0.10666666666666667,1,70.0,Greed,3.0
2024-11-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,19,1876.8121,98.7796,169887.02,9,0.47368421052631576,1,77.0,Extreme Greed,4.0
2024-11-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8,847.7766,105.9721,40839.85,4,0.5,1,75.0,Extreme Greed,4.0
2024-11-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,16,0.0,0.0,3390.36,0,0.0,0,75.0,Extreme Greed,4.0
2024-11-09,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.54,0,0.0,0,75.0,Extreme Greed,4.0
2024-11-10,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.73,0,0.0,0,78.0,Extreme Greed,4.0
2024-11-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,25,8885.3275,355.4131,488903.46,18,0.72,1,78.0,Extreme Greed,4.0
2024-11-11,0x083384f897ee0f19899168e3b1bec365f52a9012,177,0.0,0.0,900880.13,0,0.0,0,76.0,Extreme Greed,4.0
2024-11-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,4,393.0795,98.2699,10229.96,4,1.0,1,76.0,Extreme Greed,4.0
2024-11-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,20,1479.6772,73.9839,331422.14,9,0.45,1,76.0,Extreme Greed,4.0
2024-11-11,0x8477e447846c758f5a675856001ea72298fd9cb5,172,4876.8743,28.3539,328040.19,79,0.45930232558139533,1,76.0,Extreme Greed,4.0
2024-11-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,93,1582.0011,17.0108,11570.32,32,0.34408602150537637,1,80.0,Extreme Greed,4.0
2024-11-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,18,1935.7426,107.5413,73207.93,9,0.5,1,80.0,Extreme Greed,4.0
2024-11-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,4,3721.3456,930.3364,160050.2,4,1.0,1,80.0,Extreme Greed,4.0
2024-11-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,325,1157.6895,3.5621,99971.13,109,0.3353846153846154,1,80.0,Extreme Greed,4.0
2024-11-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,30,1083.7771,36.1259,699939.43,8,0.26666666666666666,1,80.0,Extreme Greed,4.0
2024-11-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,8,698.0097,87.2512,1093.39,8,1.0,1,80.0,Extreme Greed,4.0
2024-11-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,23,1567.4027,68.1479,161572.27,8,0.34782608695652173,1,80.0,Extreme Greed,4.0
2024-11-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,15,994.239,66.2826,2475.02,15,1.0,1,80.0,Extreme Greed,4.0
2024-11-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,1,39.7705,39.7705,7158.62,1,1.0,1,80.0,Extreme Greed,4.0
2024-11-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,141,40192.9958,285.0567,40193.02,141,1.0,1,80.0,Extreme Greed,4.0
2024-11-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,17,0.0,0.0,10836.08,0,0.0,0,80.0,Extreme Greed,4.0
2024-11-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,530,24663.6909,46.5353,639969.74,519,0.9792452830188679,1,80.0,Extreme Greed,4.0
2024-12-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,7,-1925.519,-275.0741,200082.27,0,0.0,0,81.0,Extreme Greed,4.0
2024-12-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,16,913.8818,57.1176,227247.7,6,0.375,1,80.0,Extreme Greed,4.0
2024-12-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8,3039.166,379.8958,103040.85,7,0.875,1,76.0,Extreme Greed,4.0
2024-12-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,21,0.0,0.0,149909.08,0,0.0,0,78.0,Extreme Greed,4.0
2024-12-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,93,2237.7987,24.0624,261851.91,71,0.7634408602150538,1,78.0,Extreme Greed,4.0
2024-12-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,15,-2830.4445,-188.6963,30327.6,0,0.0,0,78.0,Extreme Greed,4.0
2024-12-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,10,0.0,0.0,45004.64,0,0.0,0,84.0,Extreme Greed,4.0
2024-12-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,13,0.0,0.0,10174.92,0,0.0,0,84.0,Extreme Greed,4.0
2024-12-06,0x8477e447846c758f5a675856001ea72298fd9cb5,216,-19080.0315,-88.3335,180093.39,21,0.09722222222222222,0,72.0,Greed,3.0
2024-12-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,37,0.0,0.0,1520.97,0,0.0,0,72.0,Greed,3.0
2024-12-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,10,0.0,0.0,76006.65,0,0.0,0,75.0,Extreme Greed,4.0
2024-12-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,9,1412.3147,156.9239,13576.32,9,1.0,1,75.0,Extreme Greed,4.0
2024-12-08,0x430f09841d65beb3f27765503d0f850b8bce7713,1,0.0,0.0,0.61,0,0.0,0,79.0,Extreme Greed,4.0
2024-12-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,16,858.6705,53.6669,44140.4,6,0.375,1,79.0,Extreme Greed,4.0
2024-12-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,31,0.0,0.0,10026.31,0,0.0,0,79.0,Extreme Greed,4.0
2024-12-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,10,541.5547,54.1555,159713.4,7,0.7,1,78.0,Extreme Greed,4.0
2024-12-11,0x39cef799f8b69da1995852eea189df24eb5cae3c,2,0.0,0.0,10390.6,0,0.0,0,74.0,Greed,3.0
2024-12-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,4,0.0,0.0,5276.56,0,0.0,0,74.0,Greed,3.0
2024-12-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,74,2053.1197,27.7449,1062217.74,12,0.16216216216216217,1,74.0,Greed,3.0
2024-12-11,0x8477e447846c758f5a675856001ea72298fd9cb5,91,1441.2796,15.8382,148469.62,22,0.24175824175824176,1,74.0,Greed,3.0
2024-12-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,147,5806.8693,39.5025,22071.36,82,0.5578231292517006,1,83.0,Extreme Greed,4.0
2024-12-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,62,7639.5958,123.2193,345079.69,39,0.6290322580645161,1,83.0,Extreme Greed,4.0
2024-12-12,0x420ab45e0bd8863569a5efbb9c05d91f40624641,10,1762.46,176.246,67508.1,10,1.0,1,83.0,Extreme Greed,4.0
2024-12-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,159,574.3981,3.6126,72883.76,46,0.2893081761006289,1,83.0,Extreme Greed,4.0
2024-12-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,31,0.0,0.0,379879.42,0,0.0,0,83.0,Extreme Greed,4.0
2024-12-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,89,0.0,0.0,296563.81,0,0.0,0,83.0,Extreme Greed,4.0
2024-12-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,4,362.8413,90.7103,532.29,4,1.0,1,83.0,Extreme Greed,4.0
2024-12-12,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,17,0.0,0.0,23755.55,0,0.0,0,83.0,Extreme Greed,4.0
2024-12-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,52,323.349,6.2182,185290.04,4,0.07692307692307693,1,83.0,Extreme Greed,4.0
2024-12-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,4,2512.4376,628.1094,5497.65,4,1.0,1,83.0,Extreme Greed,4.0
2024-12-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,1,15.2447,15.2447,771.87,1,1.0,1,83.0,Extreme Greed,4.0
2024-12-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,279,88659.7521,317.7769,88659.89,279,1.0,1,83.0,Extreme Greed,4.0
2024-12-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,1,0.0,0.0,5158.5,0,0.0,0,83.0,Extreme Greed,4.0
2024-12-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1038,115377.3393,111.1535,2622502.9,845,0.8140655105973025,1,83.0,Extreme Greed,4.0
2025-01-01,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,59,109.8269,1.8615,15537.51,21,0.3559322033898305,1,66.0,Greed,3.0
2025-01-01,0x39cef799f8b69da1995852eea189df24eb5cae3c,11,35.8483,3.2589,135873.97,5,0.45454545454545453,1,66.0,Greed,3.0
2025-01-01,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,16,17.7847,1.1115,10126.42,3,0.1875,1,66.0,Greed,3.0
2025-01-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1,0.0,0.0,49999.51,0,0.0,0,66.0,Greed,3.0
2025-01-01,0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,3,0.0,0.0,22667.48,0,0.0,0,66.0,Greed,3.0
2025-01-01,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,5,0.0,0.0,1004.01,0,0.0,0,66.0,Greed,3.0
2025-01-02,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,78,1162.0025,14.8975,163388.11,25,0.32051282051282054,1,70.0,Greed,3.0
2025-01-02,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,51,3.5367,0.0693,53933.29,21,0.4117647058823529,1,70.0,Greed,3.0
2025-01-02,0x2c229d22b100a7beb69122eed721cee9b24011dd,21,88.507,4.2146,117810.02,12,0.5714285714285714,1,70.0,Greed,3.0
2025-01-02,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,33,526.4482,15.953,16189.18,23,0.696969696969697,1,70.0,Greed,3.0
2025-01-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4,0.0,0.0,90002.76,0,0.0,0,70.0,Greed,3.0
2025-01-02,0x6d6a4b953f202f8df5bed40692e7fd865318264a,5,0.0,0.0,9938.12,0,0.0,0,70.0,Greed,3.0
2025-01-02,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,148,9609.4474,64.9287,595897.22,114,0.7702702702702703,1,70.0,Greed,3.0
2025-01-02,0x8170715b3b381dffb7062c0298972d4727a0a63b,18,0.0,0.0,13921.36,0,0.0,0,70.0,Greed,3.0
2025-01-02,0x8477e447846c758f5a675856001ea72298fd9cb5,60,1579.9098,26.3318,36909.24,29,0.48333333333333334,1,70.0,Greed,3.0
2025-01-02,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,18,923.4874,51.3049,25021.87,18,1.0,1,70.0,Greed,3.0
2025-01-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,9,1075.7291,119.5255,5741.9,1,0.1111111111111111,1,70.0,Greed,3.0
2025-01-02,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,187,2954.5217,15.7996,225330.98,133,0.7112299465240641,1,70.0,Greed,3.0
2025-01-03,0x083384f897ee0f19899168e3b1bec365f52a9012,45,9482.2214,210.716,134360.89,36,0.8,1,74.0,Greed,3.0
2025-01-03,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,37,557.9358,15.0793,31087.87,14,0.3783783783783784,1,74.0,Greed,3.0
2025-01-03,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,27,109.5931,4.059,16664.18,12,0.4444444444444444,1,74.0,Greed,3.0
2025-01-03,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,14,0.0,0.0,11079.01,0,0.0,0,74.0,Greed,3.0
2025-01-03,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,51,446.3586,8.7521,70632.18,16,0.3137254901960784,1,74.0,Greed,3.0
2025-01-04,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,41,768.3519,18.7403,17318.84,27,0.6585365853658537,1,73.0,Greed,3.0
2025-01-04,0x2c229d22b100a7beb69122eed721cee9b24011dd,9,1334.4148,148.2683,10737.4,4,0.4444444444444444,1,73.0,Greed,3.0
2025-01-04,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,19,-680.2875,-35.8046,4701.35,6,0.3157894736842105,0,73.0,Greed,3.0
2025-01-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,20,1402.0825,70.1041,141406.34,8,0.4,1,73.0,Greed,3.0
2025-01-04,0x513b8629fe877bb581bf244e326a047b249c4ff1,13,0.0,0.0,179501.53,0,0.0,0,73.0,Greed,3.0
2025-01-04,0x6d6a4b953f202f8df5bed40692e7fd865318264a,14,132.7195,9.48,27360.35,4,0.2857142857142857,1,73.0,Greed,3.0
2025-01-04,0x8170715b3b381dffb7062c0298972d4727a0a63b,13,4004.5029,308.0387,123441.06,12,0.9230769230769231,1,73.0,Greed,3.0
2025-01-04,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,28,-9311.8922,-332.5676,157040.91,0,0.0,0,73.0,Greed,3.0
2025-01-04,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,35,147.4458,4.2127,42937.41,27,0.7714285714285715,1,73.0,Greed,3.0
2025-01-05,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,250,1243.8536,4.9754,203876.44,81,0.324,1,72.0,Greed,3.0
2025-01-05,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2,16.9236,8.4618,270.64,2,1.0,1,72.0,Greed,3.0
2025-01-05,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,7,37.3853,5.3408,2093.09,1,0.14285714285714285,1,72.0,Greed,3.0
2025-01-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,14,1220.7466,87.1962,201224.78,7,0.5,1,72.0,Greed,3.0
2025-01-05,0x513b8629fe877bb581bf244e326a047b249c4ff1,326,41615.1887,127.654,5529594.42,233,0.7147239263803681,1,72.0,Greed,3.0
2025-01-05,0x8477e447846c758f5a675856001ea72298fd9cb5,19,-200.9485,-10.5762,5883.48,0,0.0,0,72.0,Greed,3.0
